package,URI,label,hasCategory,secondaryThreat,normalOperation,hasFrequency,currentRisk,futureRisk,comment,appliesTo,threatens
package#CloudManagement,domain#DF.A.PDF.6.3,DF.A.PDF.6.3,domain#Category-SideEffectsOfSecurity,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Loss of availability from suspending the flow of corrupt data _Data_ from _FlowsFrom_ to _Process_: if a contingency plan is used in which the flow of _Data_ between _FlowsFrom_ to _Process_ is disabled if the data is corrupt, then the flow of data _Data_ from _FlowsFrom_ to _Process_ will become unavailable.",domain#MP-PDF,domain#Role_DataFlow
package#CloudManagement,domain#DF.A.PDF.6.4,DF.A.PDF.6.4,domain#Category-SideEffectsOfSecurity,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Loss of availability from suspending the flow of infected data _Data_ from _FlowsFrom_ to _Process_: if a contingency plan is used in which the flow of _Data_ between _FlowsFrom_ to _Process_ is disabled if the data becomes infected with malware, then the flow of data _Data_ from _FlowsFrom_ to _Process_ will become unavailable.",domain#MP-PDF,domain#Role_DataFlow
package#CloudManagement,domain#H.A.CVHHDC.0,H.A.CVHHDC.0,domain#Category-SecondaryThreats,TRUE,FALSE,domain#LikelihoodLow,TRUE,TRUE,"SLA constrained virtual host _Host_ becomes unavailable: if clusterable virtual host _Host_ running in data centre _DataCentre_ becomes overloaded, and it is limited by an SLA from scaling up its use of resources at _DataCentre_, then it may become unavailable.",domain#MP-CVHHDC,domain#Role_Host
package#CloudManagement,domain#H.E.CtDS.9,H.E.CtDS.9,domain#Category-Anomalies,FALSE,FALSE,,FALSE,FALSE,"Data _Data_ cannot be stored persistently in Container _Container_: host _Container_ is a Container, which cannot retain persistent state internally.",domain#MP-CtDS,domain#Role_Container
package#CloudManagement,domain#H.E.CtH-iP.9,H.E.CtH-iP.9,domain#Category-Anomalies,FALSE,FALSE,,FALSE,FALSE,"Container _Container_ cannot be provisioned on host _Host_: a Container can only be provisioned by a Pod, which _Host_ is not.",domain#MP-CtH-iP,domain#Role_Container
package#CloudManagement,domain#H.E.HCt.9,H.E.HCt.9,domain#Category-Anomalies,FALSE,FALSE,,FALSE,FALSE,"Host _Host_ cannot be provisioned on container _Container_: _Container_ is a simple host designed to host a packaged, stateless service, so cannot be used to provision host _Host_.",domain#MP-HCt,domain#Role_Host
package#CloudManagement,domain#H.E.SHVH.9,H.E.SHVH.9,domain#Category-Anomalies,FALSE,FALSE,,FALSE,FALSE,"Hosting error for virtual host _VirtualHost_: device _SimpleHost_ is a specialised host that cannot provision virtual host _VirtualHost_. Either remove _VirtualHost_, or move its provisionedBy relationship to a more general purpose host.",domain#MP-SHVH,domain#Role_VirtualHost
package#CloudManagement,domain#H.O.CVHHHoDC.0,H.O.CVHHHoDC.0,domain#Category-SecondaryThreats,TRUE,FALSE,domain#LikelihoodMedium,TRUE,TRUE,"Effect of overload at _Host_ on _SHost_: if virtual host _Host_ is overloaded, and allowed to scale up via elastic hosting on cluster _SHost_, the overload may propagate to _SHost_ if not managed to prevent this by a Data Centre.",domain#MP-CVHHHoDC,domain#Role_SHost
package#CloudManagement,domain#Hu.E.Hum-iH-AC.9,Hu.E.Hum-iH-AC.9,domain#Category-Anomalies,FALSE,FALSE,,FALSE,FALSE,"User _HostManager_ unable to manage device _Host_: since _HostManager_ manages but does not interactWith _Host_, they must manage the device remotely. However this means they should connect to its login service from an authentication client on an interactive host, directly or via some other host. This is not the case, so _HostManager_ may lack an interactive host device on which they can run a suitable client.",domain#MP-Hum-iH-AC,domain#Role_HostManager
package#CloudManagement,domain#P.E.HuiHP.9,P.E.HuiHP.9,domain#Category-Anomalies,FALSE,FALSE,,FALSE,FALSE,"Cannot auto-provision interactive process _Process_: since process _Process_ is used interactively by user _Human_, it does not make sense for it to be auto-provisioned. Deselect the control and use other measures instead, or remove the interaction between _Human_ and _Process_ .",domain#MP-HuiHP,domain#Role_Host
package#IoT,domain#Co.A.CoPD.0.1,Co.A.CoPD.0.1,domain#Category-ArtificialModelConstructs,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Loss of availability at controller _Controller_: if the onboard data at a controller is not available, it is modelled as a loss of availability at the controller.",domain#MP-CoPD,domain#Role_Controller
package#IoT,domain#Co.A.CoPD.0.2,Co.A.CoPD.0.2,domain#Category-ArtificialModelConstructs,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Loss of availability at controller _Controller_: if the onboard process at a controller is not available, it is modelled as a loss of availability at the controller.",domain#MP-CoPD,domain#Role_Controller
package#IoT,domain#Co.A.CoPD.6.2,Co.A.CoPD.6.2,domain#Category-ArtificialModelConstructs,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Loss of availability at disabled controller _Controller_: if when its control inputs become corrupt, the contingency plan is to disable _Controller_, then it will also become unavailable in those circumstances.",domain#MP-CoPD,domain#Role_Controller
package#IoT,domain#Co.C.CoPD.0,Co.C.CoPD.0,domain#Category-ArtificialModelConstructs,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Data leakage at controller _Controller_: if the onboard data at a controller leaks, it is modelled as a loss of confidentiality for the controller.",domain#MP-CoPD,domain#Role_Controller
package#IoT,domain#Co.M.CoPD.0,Co.M.CoPD.0,domain#Category-ArtificialModelConstructs,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Loss of control due to compromised input at controller _Controller_: if the onboard data at a controller is not authentic, the attacker responsible can interfere with its control.",domain#MP-CoPD,domain#Role_Controller
package#IoT,domain#Co.U.CoPD.0.1,Co.U.CoPD.0.1,domain#Category-ArtificialModelConstructs,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Loss of reliability due to corrupt input at _Controller_: if the onboard data at a controller is corrupt, it means the controller will not be reliable.",domain#MP-CoPD,domain#Role_Controller
package#IoT,domain#Co.U.CoPD.0.2,Co.U.CoPD.0.2,domain#Category-ArtificialModelConstructs,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Loss of reliability due to out of date input at _Controller_: if the onboard data at a controller is out of date, it means the controller will not be reliable. In some situations it may be possible to address this by applying restrictions at _Controller_ so that it can operate safely without real-time inputs.",domain#MP-CoPD,domain#Role_Controller
package#IoT,domain#H.E.CScGcCS.9,H.E.CScGcCS.9,domain#Category-Anomalies,FALSE,FALSE,,FALSE,FALSE,"Device _Gateway_ connected to multiple cellular networks in space _Space_: devices normally have only one cellular connection interface, and so can only be connected to one such network in each space. Use a control strategy to indicate if this device really does have the ability to use multiple simultaneous cellular network connections.",domain#MP-CScGcCS,domain#Role_Gateway
package#IoT,domain#LS.IS.CNCN.8,LS.IS.CNCN.8,domain#Category-NormalOperation,FALSE,TRUE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Cellular network _CellularNetwork_ is in service: since the underlying backbone network _CoreNetwork_ is in service, so is _CellularNetwork_.",domain#MP-CNCN,domain#Role_CellularNetwork
package#IoT,domain#Se.A.SePD.0,Se.A.SePD.0,domain#Category-ArtificialModelConstructs,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Loss of availability at sensor _Sensor_: if the onboard data at a sensor is not available, it is modelled as a loss of availability at the sensor.",domain#MP-SePD,domain#Role_Sensor
package#IoT,domain#Se.Auth.SePD.0,Se.Auth.SePD.0,domain#Category-ArtificialModelConstructs,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Loss of authenticity at sensor _Sensor_: if the onboard data created by a sensor can be altered by an attacker, it is modelled as a loss of authenticity at the sensor.",domain#MP-SePD,domain#Role_Sensor
package#IoT,domain#Se.C.SePD.0,Se.C.SePD.0,domain#Category-ArtificialModelConstructs,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Data leakage at sensor _Sensor_: if the onboard data at a sensor leaks, it is modelled as a loss of confidentiality at the sensor.",domain#MP-SePD,domain#Role_Sensor
package#IoT,domain#Se.I.SePD.0,Se.I.SePD.0,domain#Category-ArtificialModelConstructs,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Loss of integrity at sensor _Sensor_: if the data created by a sensor becomes corrupt either onboard or en-route to a consuming process, it is modelled as loss of integrity at the sensor.",domain#MP-SePD,domain#Role_Sensor
package#Legal,domain#CAP.IS.NPSCCAP.8,CAP.IS.NPSCCAP.8,domain#Category-NormalOperation,FALSE,TRUE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Privileged network path(s) from _Client_ to _Process_ are open: if a privileged path from _Client_ to _Process_ is open, and an attacker can access this path from _AttackerSubnet_, then _Process_ can be attacked from that subnet by exploiting firewall policy exceptions allowing access by _Client_ along the privileged path to _Process_.",domain#MP-NPSCCAP,domain#Role_ClientAttackPath
package#Legal,domain#CAP.IS.SCmCAP.8,CAP.IS.SCmCAP.8,domain#Category-NormalOperation,FALSE,TRUE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Privileged network path(s) from _Client_ to _Service_ are open: if a privileged path from _Client_ to _Service_ is open, then _Service_ can be attacked from subnets along that path, by exploiting firewall policy exceptions allowing access by client _Client_ to _Service_.",domain#MP-SCmCAP,domain#Role_ClientAttackPath
package#Legal,domain#CC.AuC.CACHcLSS.1,CC.AuC.CACHcLSS.1,domain#Category-ExploitationOfPrivileges,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Compromised client _Client_ on host _CHost_ used to access _Service_ via _LogicalSubnet_: if _Client_ is controlled by an attacker when its host _CHost_ is on _LogicalSubnet_, the attacker can use _Client_ to access _Service_ via a privileged network path, thus acting as a false (impersonated) client.",domain#MP-CACHcLSS,domain#Role_ClientChannel
package#Legal,domain#CC.AuC.CCAPNaS.1,CC.AuC.CCAPNaS.1,domain#Category-RemoteAttacks,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,Unauthenticated access to service _Service_ as _Client_ from _LogicalSubnet_: an attacker with access to subnet _LogicalSubnet_ can exploit a privileged network path through firewalls allowing access by legitimate client _Client_ and attempt to access the service _Service_ claiming to be _Client_.,domain#MP-CCAPNaS,domain#Role_ClientChannel
package#Legal,domain#CC.AuC.CCC-nS.3.2,CC.AuC.CCC-nS.3.2,domain#Category-SpoofingAttacks,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Password from client _Client_ captured by imposter of service _Service_: if an attacker can successfully spoof service _Service_ to client _Client_, they can capture the password used by _Client_ to access the real service, allowing them to also impersonate the client.",domain#MP-CCC-nS,domain#Role_ClientChannel
package#Legal,domain#CC.AuC.CCC-nS.3.3,CC.AuC.CCC-nS.3.3,domain#Category-SnoopingAttacks,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Password snooped  between _Client_ and _Service_: if a communication path used by client _Client_ at service _Service_ is subject to snooping, and the client sends a shared secret password to authenticate to the service, the password can be intercepted, allowing impersonation of _Client_ to _Service_.",domain#MP-CCC-nS,domain#Role_ClientChannel
package#Legal,domain#CC.AuC.CCCPNoP.1,CC.AuC.CCCPNoP.1,domain#Category-RemoteAttacks,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,Unauthenticated access to service _Service_ as _Client_ exploiting a channel via reverse proxy_Proxy_: an attacker able to send messages via authenticating proxy _Proxy_ can attempt to access the service _Service_ claiming to be _Client_.,domain#MP-CCCPNoP,domain#Role_ClientChannel
package#Legal,domain#CC.AuC.CCCSScS.1,CC.AuC.CCCSScS.1,domain#Category-ExploitationOfImposterPrivileges,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Access to _Process_ by compromised or impersonated client _Client_ of _Service_: if an attacker can control or impersonate client _Client_ and access an authenticator  service _Service_ (which may be a back-end service if _Process_ is an authentication proxy), the attacker can gain authenticated access to _Process_ as client _Client_.",domain#MP-CCCSScS,domain#Role_AuthChannel
package#Legal,domain#CC.AuC.HuDFTCS.3,CC.AuC.HuDFTCS.3,domain#Category-SpoofingAttacks,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Unauthentic flow of data _Data_ from _FlowsFrom_ directs _Client_ to a fake service impersonating _Service_: an attacker who provides malicious input to client _Client_ via _FlowsFrom_ (e.g. via phishing), can induce the client to access a fake version of service _Service_, a one-off deception that may allow subsequent impersonation of the client through capture of its password.",domain#MP-HuDFTCS,domain#Role_ClientChannel
package#Legal,domain#CC.AuC.HuDSTCS.3,CC.AuC.HuDSTCS.3,domain#Category-SpoofingAttacks,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Unauthentic stored input _Data_ directs _Client_ to a fake service impersonating _Service_: an attacker who provides malicious input to client _Client_ by tampering with stored input _Data_, can induce the client to access a fake version of service _Service_, a one-off deception that may allow subsequent impersonation of the client through capture of its password.",domain#MP-HuDSTCS,domain#Role_ClientChannel
package#Legal,domain#CC.AuC.HuiHCCC-nS.3.3,CC.AuC.HuiHCCC-nS.3.3,domain#Category-PhysicalAttacks,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Shoulder surfing password for _Client_ at _Service_ from _Host_ in _Space_: if user _Human_ enters a password to client _Client_ to access service _Service_ when the client is running on host _Host_ in insecure space _Space_, then an attacker could obtain the password by shoulder surfing.",domain#MP-HuiHCCC-nS,domain#Role_ClientChannel
package#Legal,domain#CC.AuC.HuiHrCCC-nS.3.3,CC.AuC.HuiHrCCC-nS.3.3,domain#Category-PhysicalAttacks,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Shoulder surfing password for _Client_ at _Service_ from _Host_ in _Space_: if user _Human_ enters a password to client _Client_ to access service _Service_ when accessing the client via remote access from host _Host_ in insecure space _Space_, then an attacker could obtain the password by shoulder surfing.",domain#MP-HuiHrCCC-nS,domain#Role_ClientChannel
package#Legal,domain#CC.AuC.HumCCC-nS.3,CC.AuC.HumCCC-nS.3,domain#Category-RemoteAttacks,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,Credential stuffing to find password used by _Human_ to access _Service_ from _Client_: this threat applies where a human user of client _Client_ uses a weak password which can guessed or found by brute force attack and used by an attacker to access _Service_ as the client.,domain#MP-HumCCC-nS,domain#Role_ClientChannel
package#Legal,domain#CC.AuC.OCAPNaS.1,CC.AuC.OCAPNaS.1,domain#Category-RemoteAttacks,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,Unauthenticated access to service _Service_ as _Client_ from _LogicalSubnet_: an attacker with access to subnet _LogicalSubnet_ can exploit a privileged network path through firewalls allowing access by legitimate client _Client_ and attempt to access the service _Service_ claiming to be _Client_.,domain#MP-OCAPNaS,domain#Role_ClientChannel
package#Legal,domain#CC.AuP.CACHcLSP.1,CC.AuP.CACHcLSP.1,domain#Category-RemoteAttacks,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Compromised client _Client_ on host _CHost_ used to access _Service_ via _Process_ from _LogicalSubnet_: if _Client_ is controlled by an attacker when its host _CHost_ is on _LogicalSubnet_, the attacker can use _Client_ to access _Process_ via a privileged network path, which will then forward their requests to _Service_, allowing the attacker to attempt access to _Service_ claiming to be _Client_.",domain#MP-CACHcLSP,domain#Role_ProxyChannel
package#Legal,domain#CC.AuP.CCAPNoP.1,CC.AuP.CCAPNoP.1,domain#Category-RemoteAttacks,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Access to service _Service_ as proxy _Client_ from _LogicalSubnet_: an attacker with access to subnet _LogicalSubnet_ can exploit a privileged network path through firewalls allowing access by legitimate client _Client_ to connect to service _Service_, claiming to be _Client_. In this case, at least one of _Client_ or _Service_ is an authentication proxy, so access will not be authenticated until the message reaches a back end service.",domain#MP-CCAPNoP,domain#Role_ClientChannel
package#Legal,domain#CC.AuP.CCAPNoPC.1,CC.AuP.CCAPNoPC.1,domain#Category-RemoteAttacks,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Access to service _Process_ as _Client_ via _Service_ from _LogicalSubnet_: an attacker with access to subnet _LogicalSubnet_ can exploit a privileged network path through firewalls allowing access by legitimate client _Client_ to connect to service _Service_, claiming to be _Client_. In this case, _Service_ is an authentication proxy, so the messages will be sent on to back end service _Process_.",domain#MP-CCAPNoPC,domain#Role_ProxyChannel
package#Legal,domain#CC.AuP.CCCcPCCcS.1,CC.AuP.CCCcPCCcS.1,domain#Category-ExploitationOfPrivileges,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Access to service _Process_ via reverse proxies _Client_ and _Service_: if an attacker can send messages via 'authentication proxy' _Client_ to _Service_, then the proxy will forward them to back end service _Process_without verifying the client. This allows anonymous access to vulnerabilities or backdoors in _Process_.",domain#MP-CCCcPCCcS,domain#Role_ProxyChannel
package#Legal,domain#CC.AuP.CCCPCCS.1,CC.AuP.CCCPCCS.1,domain#Category-ExploitationOfPrivileges,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Access to service _Process_ as client _Client_ via reverse proxy _Service_: if an attacker can send messages as client _Client_ to authenticating proxy _Service_, then the proxy will forward them using its own access rights and credentials to back end service _Process_. This allows authenticated access to vulnerabilities in _Process_.",domain#MP-CCCPCCS,domain#Role_ProxyChannel
package#Legal,domain#CC.AuP.OCAPNoP.1,CC.AuP.OCAPNoP.1,domain#Category-RemoteAttacks,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Access to service _Service_ as proxy _Client_ from _LogicalSubnet_: an attacker with access to subnet _LogicalSubnet_ can exploit a privileged network path through firewalls allowing access by legitimate client _Client_ to connect to service _Service_, claiming to be _Client_. In this case, at least one of _Client_ or _Service_ is an authentication proxy, so access will not be authenticated until the message reaches a back end service.",domain#MP-OCAPNoP,domain#Role_ClientChannel
package#Legal,domain#CC.AuP.OCAPNoPC.1,CC.AuP.OCAPNoPC.1,domain#Category-RemoteAttacks,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Access to service _Process_ as _Client_ via _Service_ from _LogicalSubnet_: an attacker with access to subnet _LogicalSubnet_ can exploit a privileged network path through firewalls allowing access by legitimate client _Client_ to connect to service _Service_, claiming to be _Client_. In this case, _Service_ is an authentication proxy, so the messages will be sent on to back end service _Process_.",domain#MP-OCAPNoPC,domain#Role_ProxyChannel
package#Legal,domain#CC.AuP.PCCPCCS.1,CC.AuP.PCCPCCS.1,domain#Category-ExploitationOfPrivileges,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Access to service _Process_ via reverse proxies _Client_ and _Service_: if an attacker can send messages via 'authenticating proxy' _Client_ to _Service_, then the proxy will forward them using its own access rights and credentials to back end service _Process_. This allows authenticated access to vulnerabilities in _Process_.",domain#MP-PCCPCCS,domain#Role_ProxyChannel
package#Legal,domain#CC.AuS.CRoS.3,CC.AuS.CRoS.3,domain#Category-SpoofingAttacks,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,Spoofing of service _Service_ to _Client_ at subnet _LogicalSubnet_: an attacker with control of a logical subnet on the path between client _Client_ and service _Service_ can divert messages for _Service_ so they go to a fake version of the service under their control.,domain#MP-CRoS,domain#Role_ClientChannel
package#Legal,domain#CC.AuS.CRoSG.3,CC.AuS.CRoSG.3,domain#Category-SpoofingAttacks,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Spoofing of service _Service_ to _Client_ at gateway _Gateway_ in _Space_: an attacker in control of gateway device _Gateway_ in location _Space_ where it handles messages sent from _Client_ to _Service_, the attacker can divert these messages via a fake version of the service under their control.",domain#MP-CRoSG,domain#Role_ClientChannel
package#Legal,domain#CC.AuS.CRoSI.3,CC.AuS.CRoSI.3,domain#Category-SpoofingAttacks,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,Spoofing network _ToSubnet_ allows diversion of the connection of client _Client_ to service _Service_ to an imposter service: an attacker that has spoofed the network connection from _Gateway_ to _ToSubnet_ can divert messages from _Client_ to _Service_ so they go to a fake version of the service under their control.,domain#MP-CRoSI,domain#Role_ClientChannel
package#Legal,domain#CC.AX.CCCmSCS.0,CC.AX.CCCmSCS.0,domain#Category-SecondaryThreats,TRUE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Communication failure between _Client_ and _Service_: if there are no available network paths between client _Client_ and service _Service_, _Client_ will be unable to connect to _Service_.",domain#MP-CCCmSCS,domain#Role_ClientChannel
package#Legal,domain#CC.AX.CCC-nmCCS.6.1.5,CC.AX.CCC-nmCCS.6.1.5,domain#Category-SideEffectsOfSecurity,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Client _Client_ unable to authenticate via a trusted key pair with _Service_: the service _Service_ requires that client connections are authenticated using an asymmetric cryptographic challenge against an X509 (or otherwise trusted) key pair, but here access is via a reverse proxy so there is no direct TLS connection.",domain#MP-CCC-nmCCS,domain#Role_ClientChannel
package#Legal,domain#CC.AX.CCC-nmSCS.6.1.5,CC.AX.CCC-nmSCS.6.1.5,domain#Category-SideEffectsOfSecurity,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Client _Client_ unable to authenticate via a trusted key pair with _Service_: the service _Service_ requires that client connections are authenticated using an asymmetric cryptographic challenge against an X509 (or otherwise trusted) key pair, but this is not enabled at _Client_.",domain#MP-CCC-nmSCS,domain#Role_ClientChannel
package#Legal,domain#CC.AX.CCC-nS.6.1.1,CC.AX.CCC-nS.6.1.1,domain#Category-SideEffectsOfSecurity,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Client _Client_ unable to authenticate via password with _Service_: the service _Service_ requires that clients authenticate using a password, but this is not available to client _Client_.",domain#MP-CCC-nS,domain#Role_ClientChannel
package#Legal,domain#CC.AX.CCC-nS.6.1.3,CC.AX.CCC-nS.6.1.3,domain#Category-SideEffectsOfSecurity,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Client _Client_ unable to use 2-factor authentication to access service _Service_: if service _Service_ requires clients to authenticate using a second factor (e.g. a one time key or out of band key exchange), but this is not available to _Client_ then access will be impossible.",domain#MP-CCC-nS,domain#Role_ClientChannel
package#Legal,domain#CC.AX.CCCS.1.3,CC.AX.CCCS.1.3,domain#Category-ExploitationOfPrivileges,FALSE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,Compromised service _Service_ prevents access by _Client_: if service _Service_ is compromised then the attacker can prevent _Client_ from authenticating with the service.,domain#MP-CCCS,domain#Role_ClientChannel
package#Legal,domain#CC.AX.CCCSScS.0,CC.AX.CCCSScS.0,domain#Category-SecondaryThreats,TRUE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Client _Client_ unable to authenticate with _Service_ to access service _Process_: the service _Process_ requires that clients authenticate with a separate service _Service_, which the client _Client_ is unable to do.",domain#MP-CCCSScS,domain#Role_AuthChannel
package#Legal,domain#CC.AX.CCCvCCS.0,CC.AX.CCCvCCS.0,domain#Category-SecondaryThreats,TRUE,FALSE,domain#LikelihoodVeryHigh,TRUE,TRUE,"Access by _Client_ to _Service_ blocked between _ProxyClient_ and _Proxy_: if _Client_ is accessing _Service_ via a proxy, then a comms failure to or from the proxy also causes an end-to-end comms failure between _Client_  and _Service_.",domain#MP-CCCvCCS,domain#Role_ClientChannel
