package,URI,label,comment,hidden,isAssertable,isVisible,isLoopback,isConstructed,constructionState
package#Application,domain#isSpam,isSpam,"Self-referential relationship used to designate data flows that contain unsolicited messages sent to users, so they can be included or excluded in matching patterns on base classes as appropriate.",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
package#Application,domain#noDU,noDU,"Self-referential relationship used to designate Process assets that are not involved in application data processing, so they can be included or excluded in matching patterns as appropriate. Note that these processes can still be involved in data exchanges.",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
package#Application,domain#processes,processes,The base type for relationships signifying that the Process in some way makes use of the Data.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
package#Application,domain#reads,reads,"The Process uses the Data values without altering them, and is blocked if it cannot access the Data.",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
package#Application,domain#receives,receives,"The Process uses the Data values without altering them, and is not blocked if it cannot access the Data.",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
package#Application,domain#relays,relays,Link from a process to a data asset indicating that the process acts as a transparent relay for this data.,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
package#Application,domain#serves,serves,"The Process provides access to the Data for other processes, but does not make use of the Data for itself.",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
package#Application,domain#stores,stores,A copy of the Data is stored on the Host.,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
package#Application,domain#updates,updates,"The Process uses and alters the value of the Data, and is blocked if it cannot access the Data.",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
package#Application,domain#viewsData,views,Relationship between an interactive process user and data they view using the process.,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
package#CloudManagement,domain#contains,contains,Relationship between a Pod and a Process running (inside a Container) within that Pod.,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
package#CloudManagement,domain#isContainer,isContainer,"Self-referential relationship used to designate hosts in the Container class, so they can be included or excluded in matching patterns on base classes as appropriate.",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
package#CloudManagement,domain#isPod,isPod,"Self-referential relationship used to designate hosts in the Pod class, so they can be included or excluded in matching patterns on base classes as appropriate.",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
package#DataLifecycle,domain#canGetKeys,canGetKeys,"An inferred relationship from a Data Access asset to a Data Asset, indicating that the Data Asset is encrypted using keys from a vault, but the Data Access (i.e., the associated Process) can get the keys.",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#DataLifecycle,domain#canRead,canRead,Links a Data Use to a Data Copy that can be read (remotely) by the Data Use.,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#DataLifecycle,domain#canWrite,canWrite,Links a Data Use to a Data Copy that can be read (remotely) by the Data Use.,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#DataLifecycle,domain#copyOf,copyOf,The DataAsset represents a serialised copy of the Data.,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
package#DataLifecycle,domain#crudc,crudc,The Process creates the DataCopy stored on its host.,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
package#DataLifecycle,domain#crudd,crudd,The Process deletes the DataCopy stored on its host.,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
package#DataLifecycle,domain#crudr,crudr,The Process reads the DataCopy stored on its host.,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
package#DataLifecycle,domain#crudu,crudu,The Process updates the DataCopy stored on its host.,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
package#DataLifecycle,domain#enablesAccess,enablesAccess,Relationship to a Data Access (inferred asset) from the Process that makes the Data accessible to Processes.,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#DataLifecycle,domain#flows,flows,The DataFlow is a flow of the Data.,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
package#DataLifecycle,domain#flowsFrom,flowsFrom,The DataFlow is from the Process.,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
package#DataLifecycle,domain#flowsFromIn,flowsFromIn,Relationship from a data flow to a space indicating that the data flow can be sent by the source process when in that context.,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
package#DataLifecycle,domain#flowsIn,flowsIn,The DataFlow is a flow of the Data to a consumer from a data store.,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#DataLifecycle,domain#flowsOut,flowsOut,The DataFlow is a flow of the Data from a producer towards a data store.,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#DataLifecycle,domain#flowsTo,flowsTo,The DataFlow is to the Process.,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
package#DataLifecycle,domain#flowsToIn,flowsToIn,Relationship from a data flow to a space indicating that the data flow can be received by the destination process when in that context.,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
package#DataLifecycle,domain#flowsVia,flowsVia,Relationship from a DataFlow to a DataStep between adjacent processes that forms part of the end to end DataFlow.,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
package#DataLifecycle,domain#fromSource,fromSource,"Relationship between Data Access assets, similar to fulfils, except fromSource refers to the original source of data, i.e. the Data Output asset associated with a Process that creates or modifies the Data.",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
package#DataLifecycle,domain#fulfils,fulfils,"The DataFlow, DataSet or Data Access and associated Process is the means by which the related Data Access is possible.",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#DataLifecycle,domain#includesField,includesField,Relationship from a Data Copy or Data Flow (a serialized data asset) to DataFields representing their inclusion in the serialized data.,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
package#DataLifecycle,domain#noDX,noDX,"Self-referential relationship used to designate Process assets that are not involved in application data exchanges, so they can be included or excluded in matching patterns as appropriate. Note that these processes cannot be involved in data processing either.",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
package#DataLifecycle,domain#storesCopy,storesCopy,Relationship between a host and a copy of data stored on the host.,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#DataLifecycle,domain#usedBy,usedBy,The DataUse represents a use of some data by the Process.,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#DataLifecycle,domain#usedFor,usedFor,The DataUse represents a use of the Data by some Process.,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#DataLifecycleInference,domain#atHost,atHost,"Link from a DataPool representing data loaded by a data source or service, and the process host.",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
package#DataLifecycleInference,domain#channelTried,channelTried,Self-referential relationship marking a data channel as having already been visited by an iterative construction pattern.,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
package#DataLifecycleInference,domain#connectsData,connectsData,The DataConnection represents an exchange of data to or from the related Process.,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
package#DataLifecycleInference,domain#dataChannelEnd,dataChannelEnd,"Link from a DataChannel to a DataAccess asset, indicating the process associated with the DataAsset is the end of the Channel.",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
package#DataLifecycleInference,domain#dataChannelFor,dataChannelFor,The DataPath represents a chain of process-process communications enabling the use of data represented by the DataUse asset.,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
package#DataLifecycleInference,domain#dataChannelFrom,dataChannelFrom,The DataChannel represents a view of inter-process data transfer in which the related Process is accessing a data source or store.,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
package#DataLifecycleInference,domain#dataChannelTo,dataChannelTo,The DataChannel represents a view of inter-process data transfer in which the related Process is a data source or store.,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
package#DataLifecycleInference,domain#dataPathEnd,dataPathEnd,Reference from a Data asset to a Process that is at the end of a constructed DataPath (meaning construction starts from that Process).,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
package#DataLifecycleInference,domain#dataPathFor,dataPathFor,The DataPath represents a chain of process-process communications enabling the flow of Data.,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
package#DataLifecycleInference,domain#dataPathTo,dataPathTo,The DataPath represents a chain of process-process communications enabling the use of data represented by the Data Access asset.,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
package#DataLifecycleInference,domain#dataPathVisits,dataPathVisits,"Link from a DataPath to each Process visited by the path, including the two processes at the end of the path.",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
package#DataLifecycleInference,domain#extendsDC,extendsDC,The first Data Channel is an extension of the second.,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
package#DataLifecycleInference,domain#extendsDP,extendsDP,The first DataPath is an extension of the second.,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
package#DataLifecycleInference,domain#extendsFwdFlow,extendsFwdFlow,"Relationship between two data channels indicating that the first carries a data flow to a transparent data relay, and the second carries the same data from the relay further back along the same data path.",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
package#DataLifecycleInference,domain#extendsRevFlow,extendsRevFlow,"Relationship between two data channels indicating that the first carries a data flow to a transparent data relay, and the second carries the same data from the relay further along the same data path.",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
package#DataLifecycleInference,domain#flowsFromDP,flowsFromDP,"Link from a Data Flow to the longer DataPath to the source or destination processes. If the flow is in the forward direction, this will be the Data Path to the source process, while if it is a reverse flow, it will be the Data Path to the destination process.",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
package#DataLifecycleInference,domain#flowsToDP,flowsToDP,"Link from a Data Flow to the shorter DataPath to the source or destination processes. If the flow is in the forward direction, this will be the Data Path to the destination process, while if it is a reverse flow, it will be the Data Path to the source process.",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
package#DataLifecycleInference,domain#flowsViaProcess,flowsViaProcess,"Relationship from a DataFlow to the source, destination and other processes between the two via which the data flows.",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#DataLifecycleInference,domain#fromProc,fromProc,The DataPath represents a chain of process-process communications enabling the use of data needed by the Process.,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
package#DataLifecycleInference,domain#fwdPath,fwdPath,Signifies that the data usage involves a flow of data forwards along the data path.,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
package#DataLifecycleInference,domain#fwdRelay,fwdRelay,"Self-referential relationship used to designate Data Access assets that are acting as transparent relays, so they can be included or excluded in matching patterns on base classes as appropriate.",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
package#DataLifecycleInference,domain#isDest,isDest,Signifies that the Data Access asset is a destination for the related Data.,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
package#DataLifecycleInference,domain#isPool,isPool,Signifies that the Data Access asset is a source and may be a destination for the related Data.,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
package#DataLifecycleInference,domain#isSource,isSource,Signifies that the Data Access asset is a source of the related Data.,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
package#DataLifecycleInference,domain#needsField,needsField,"Relationship from a Data Copy or Data Flow (a serialized data asset) to DataFields denoting that a Process consumes the Data Asset and does not ignore the field. This is a construction state asset used to tag the need for a field, prior to recursively deducing where it can be obtained.",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
package#DataLifecycleInference,domain#possDataDest,possDataDest,Relationship to a potential data destination from another data access asset that may be a (local) source of the data.,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
package#DataLifecycleInference,domain#possRevPath,possRevPath,Signifies that the data usage may involve a flow of data backwards along the data path.,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
package#DataLifecycleInference,domain#relaysAccess,relaysAccess,Link from a process on a data path that is being tried as a member of a data channel to the data access for that channel.,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
package#DataLifecycleInference,domain#revPath,revPath,Signifies that the data usage involves a flow of data backwards along the data path.,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
package#DataLifecycleInference,domain#revRelay,revRelay,"Self-referential relationship used to designate Data Access assets that are acting as transparent relays, so they can be included or excluded in matching patterns on base classes as appropriate.",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
package#DataLifecycleInference,domain#toProc,toProc,The DataPath represents a chain of process-process communications enabling the use of data obtained from the Process.,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
package#DataLifecycleInference,domain#usesDataPath,usesDataPath,Relationship between a data flow and a data path.,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
package#DataStructure,domain#accessesField,accessesField,"Inferred relationship from a Process asset to a Data Field indicating that the Process does not ignore the Data Field. Used to provide a negation of the ignoresField relationship, allowing non-unique nodes to be matched that are used by the Process.",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#DataStructure,domain#containsField,containsField,Relationship from a Data asset to DataFields representing distinct data subsets or elements.,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
package#DataStructure,domain#ignoresField,ignoresField,"Relationship from a Process asset to a DataField indicating that although the Process processes certain Data, it does not need the indicated Field. This means the Field can be obscured, e.g., by encryption with a distinct key, or redacted in serialised copies of the data touched by the Process.",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
package#IoT,domain#amendsController,amends,"The Process uses and alters the value of the control settings for the Controller, and is not blocked if it cannot access these settings.",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
package#IoT,domain#amendsSensor,amends,"The Process initiates reading the Sensor, providing control settings as input and receiving sensed data as output. The Process is not blocked if it cannot access the Sensor.",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
package#IoT,domain#controlsSensor,controlsSensor,"The Process uses and alters the value of the control settings for the Controller, and is not blocked if it cannot access these settings.",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
package#IoT,domain#controlsThing,controlsThing,Relationship from control input Data to a Thing whose physical actuator or measurement hardware is controlled or configured by the Data.,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
package#IoT,domain#pollsSensor,polls,"The Process initiates reading the Sensor, receiving sensed data as output. The Process is not blocked if it cannot access the Sensor.",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
package#IoT,domain#readsSensor,reads,"The Process initiates reading the Sensor, receiving sensed data as output. The Process is blocked if it cannot access the Sensor.",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
package#IoT,domain#receivesFromSensor,receives,"The Sensor sends readings to the Process, and neither end is blocked should this not be possible.",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
package#IoT,domain#senses,senses,Relationship from an IoT Sensor to Data produced by its measurement hardware.,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
package#IoT,domain#updatesController,updates,"The Process uses and alters the value of the control settings for the Controller, and is blocked if it cannot access these settings.",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
package#IoT,domain#updatesSensor,updates,"The Process initiates reading the Sensor, providing control settings as input and receiving sensed data as output. The Process is blocked if it cannot access the Sensor.",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
package#Legal,domain#hasController,hasController,The Stakeholder is legally responsible for use of the Data to the data subject and data regulator.,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
package#Legal,domain#responsibleFor,responsibleFor,The Stakeholder is legally responsible for regulating access to Data by a Process.,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#Legal,domain#subjectTo,subjectTo,An asset is regulated by the laws of the Jurisdiction.,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
package#LocalDeviceConnectivity,domain#pairsViaBluetooth,pairsViaBluetooth,"The first physical Host is a Bluetooth device, connected via a radio Bluetooth connection to its Bluetooth host.",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
package#LocalDeviceConnectivity,domain#pairsViaUSB,pairsViaUSB,"The first physical Host is a USB device, connected via a physical USB connection to its USB host.",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
package#Network,domain#above,above,Indicates that one host is provisioned (directly or indirectly) on another.,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#Network,domain#accessesService,accessesService,A base relationship from a client process to a service process indicating that the client initiates communication with the service.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
package#Network,domain#accessibleFrom,accessibleFrom,Relationship between a network Subnet and a Space from which that Subnet can be accessed.,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
package#Network,domain#accessTo,accessTo,Refers from an access context to the asset (host or process) that can be accessed in that context.,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
package#Network,domain#accessVia,accessVia,Refers from an access context to a logical subnet which is connected in that context and may have been the means of access.,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
package#Network,domain#connectedTo,connectedTo,The Host or Data Centre can send and receive messages on the related LogicalSubnet.,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
package#Network,domain#controls,controls,"The Process provides a means to control and administer user access to the related Host, Process or LogicalSubnet. Where a login shell controls access, it means the user must login to run the controlled process or use admin rights on the controlled host.",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
package#Network,domain#hasCLI,hasCLI,"Self-referential relationship used to designate processes in the Console Process class, so they can be included or excluded in matching patterns on base classes as appropriate.",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
package#Network,domain#hasEmail,hasEmail,"Self-referential relationship used to designate Human assets with access to email, so modelling error threat patterns can check where this is not the case.",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
package#Network,domain#hasPhysicalHost,hasPhysicalHost,The first Host is a virtual host that is running on the second Host.,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
package#Network,domain#hosts,hosts,The Process is running on the Host.,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
package#Network,domain#impersonalDevice,impersonalDevice,"Self-referential relationship used to designate hosts that have more than one user, so they can be excluded from matching patterns designed to find only personal devices.",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
package#Network,domain#implements,implements,Relationship from a logical subnet to an abstract subnet indicating that the former provides (part of) the concrete implementation of the latter.,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
package#Network,domain#implementsHS,implements,"Relationship from a WiFi subnet to a WiFi hotspot provided by a mobile device, indicating that the former implements the latter in a specific location.",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
package#Network,domain#indirectAuthZ,indirectAuthZ,"A relationship indicating that a client directly or indirectly communicates with a service, and the client sends an access token on some kind, via intermediaries if necessary, expressing their rights to use back-end resources.",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#Network,domain#interactsRemotelyWith,interactsRemotelyWith,"The Human is an interactive user of the related Process, which they may be accessing via the shell using remote access to the process host.",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
package#Network,domain#interactsWith,interactsWith,"The Human is an interactive user of the related Host or Process, accessing it via the Host user interface (e.g. console). Note that this is a special case of interactsRemotelyWith, which includes this and also remote access by the Human to the Process.",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
package#Network,domain#isAbstractSubnet,isAbstractSubnet,"Self-referential relationship used to designate subnets that represent (and are implemented by) more complex networks, so they can be included or excluded in matching patterns as appropriate.",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
package#Network,domain#isCluster,isCluster,"Self-referential relationship used to designate hosts that represent clusters of hosts, so they can be included or excluded in matching patterns on base classes as appropriate.",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
package#Network,domain#isHostLAN,isHostLAN,"Self-referential relationship used to designate logical subnets in the HostLAN class, so they can be included or excluded in matching patterns on base classes as appropriate.",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
package#Network,domain#isHotspot,isHotspot,"Self-referential relationship used to designate WiFiLAN networks that represent mobile hotspots, so they can be included or excluded in matching patterns as appropriate.",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
package#Network,domain#isInternet,isInternet,"Self-referential relationship used to designate logical subnets in the Internet class, so they can be included or excluded in matching patterns on base classes as appropriate.",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
package#Network,domain#isLnS,isLnS,"Self-referential relationship used to designate processes in the Remote Access Service class, so they can be included or excluded in matching patterns on base classes as appropriate.",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
package#Network,domain#isLocalSubnet,isLocalSubnet,"Self-referential relationship used to designate subnets that are local to a specific host or group of hosts, so they can be included or excluded in patterns used to determine network accessibility, as appropriate.",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
package#Network,domain#isMHC,isMHC,"Self-referential relationship used to designate hosts in the MobileClient class, so they can be included or excluded in matching patterns on base classes as appropriate.",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
package#Network,domain#isPersonalDevice,isPersonalDevice,"Self-referential relationship used to designate personal hosts with exactly one user, so so they can be included or excluded in matching patterns on base classes as appropriate.",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
package#Network,domain#isRouter,isRouter,"Self-referential relationship used to designate hosts in the Router class, so they can be included or excluded in matching patterns on base classes as appropriate.",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
package#Network,domain#isTrivial,isTrivial,"Self-referential relationship used to designate some types of simple processes as trivial, so they can be included or excluded in matching patterns on base classes as appropriate.",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
package#Network,domain#locatedIn,locatedIn,The physical Host is located in the Space.,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
package#Network,domain#manages,manages,"The Human manages (administers and configures) the related Process (Service), Host and otherwise unmanaged processes running on it, or otherwise unmanaged hosts in a Space.",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
package#Network,domain#mayBeIn,mayBeIn,"The physical host may be located in the Space, which means either (a) it is supposed to be there at least some of the time, or (b) it could be advantages for an attacker to steal the host and take it there.",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#Network,domain#operates,operates,"The Stakeholder is the legal entity responsible for managing the Host, Process or Private Space (usually but not always a Data Centre).",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
package#Network,domain#propagatesTo,propagatesTo,Relationship from a (host or process) location access context to a process access context indicating that access in the destination context is possible via the host when connected to the system. Used to prevent rights propagating to contexts that can only be used if a process host has first been removed from the system (e.g. stolen).,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#Network,domain#providedBy,providedBy,"The Host or DataCentre provides the means of communication supporting the Network (an Abstract or Logical Subnet), including network allocation and address translation for routing to other connected subnets, and support for EAP authentication mechanisms if appropriate.",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
package#Network,domain#resourcedBy,resourcedBy,"The Physical Host is located in the Data Centre, and its resources are managed by the Data Centre.",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
package#Network,domain#uses,uses,"A relationship from a client process to a service process indicating that the client initiates communication with the service, for application purposes.",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
package#Network,domain#usesForAuth,usesForAuth,"A relationship from a client process to a service process indicating that the client initiates communication with the service, not for application purposes but in order to authenticate itself.",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
package#Network,domain#usesForAuthZ,usesForAuthZ,"A relationship from a client process to a service process indicating that the client initiates communication with the service, not for application purposes but in order to verify the access rights of a third party.",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
package#Network,domain#usesIndirectly,usesIndirectly,"An inferred relationship from a client process to a service process indicating that the client could communicate with the service, but would do so via at least one intermediary.",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
package#Network,domain#usesRemotely,usesRemotely,An inferred relationship created between a client and a service where access can support client user interaction with the service even where the service runs on a remote host from the user.,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
package#Network,domain#usesService,usesService,"A base relationship from a client process to a service process indicating that the client initiates communication with the service, for application purposes or to authenticate itself.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
package#Network,domain#usesViaDeputy,usesViaDeputy,An inferred relationship from a client process to a service process indicating that the client could communicate with the service via at least one intermediary.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
package#NetworkConnectivity,domain#blockedPath,blockedPath,"Self-referential relationship used to mark network communication paths that exist, but are blocked by default.",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
package#NetworkConnectivity,domain#blockedSegment,blockedSegment,"Self-referential relationship used to mark communication routes through gateways (segments) that exist, but are blocked by default.",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
package#NetworkConnectivity,domain#connectsFrom,connectsFrom,The Interface provides a connection to some Logical Subnet from the Host.,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
package#NetworkConnectivity,domain#connectsTo,connectsTo,The Interface provides a connection to the Logical Subnet from some Host.,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
